date,facility_id,patients_in,patients_out,beds_occupied,beds_available,ambulances_used,doctors_available,staff_available
2023-12-19,FAC0197,5,3,13,25,1,4,9
2024-09-05,FAC0011,2,0,11,8,1,3,9
2023-10-10,FAC0033,8,0,23,39,0,5,20
2023-12-07,FAC0197,1,0,23,15,1,5,13
2023-06-19,FAC0223,4,0,23,9,1,7,9
2024-08-10,FAC0024,0,0,7,6,1,5,22
2024-06-25,FAC0119,3,4,16,21,1,1,13
2023-10-06,FAC0014,2,1,39,5,0,2,23
2024-02-06,FAC0012,1,0,4,6,0,6,21
2024-09-21,FAC0276,3,3,18,15,0,7,14
2023-04-16,FAC0255,0,2,25,12,0,4,15
2023-07-21,FAC0204,1,1,2,4,0,4,19
2024-09-16,FAC0278,18,17,50,107,6,7,10
2024-03-15,FAC0163,2,2,22,7,1,8,16
2024-12-31,FAC0086,15,7,157,158,4,2,12
2023-07-06,FAC0273,4,1,21,10,1,4,6
2023-06-05,FAC0215,4,1,19,21,3,6,11
2023-09-25,FAC0166,1,1,15,2,0,4,16
2023-06-03,FAC0051,21,43,228,252,10,9,14
2024-04-19,FAC0167,8,1,21,43,0,2,8
2023-12-02,FAC0083,0,2,18,3,1,5,11
2024-06-27,FAC0292,3,1,13,10,0,5,10
2023-04-08,FAC0274,8,0,76,16,0,6,14
2024-01-18,FAC0270,1,5,16,33,0,3,20
2023-04-03,FAC0096,3,2,24,10,1,3,12
2024-01-07,FAC0299,4,0,18,11,1,7,9
2023-05-10,FAC0006,5,21,143,101,5,7,8
2024-08-02,FAC0043,2,4,46,3,1,7,16
2024-09-18,FAC0240,2,0,14,2,0,9,16
2024-05-24,FAC0223,2,0,22,10,2,5,12
2024-04-02,FAC0038,8,5,21,43,0,6,12
2023-07-25,FAC0246,4,4,45,14,0,4,16
2023-04-15,FAC0146,0,0,4,5,0,1,16
2024-11-30,FAC0085,1,0,3,5,0,3,9
2023-07-13,FAC0011,1,2,10,9,1,5,5
2023-06-20,FAC0164,1,0,9,5,1,6,15
2024-11-28,FAC0016,2,1,14,4,2,5,16
2023-05-18,FAC0239,1,1,3,2,0,6,8
2024-11-28,FAC0023,5,9,69,30,0,8,9
2023-06-18,FAC0236,0,3,10,18,0,1,17
2023-08-13,FAC0017,2,4,199,216,6,2,17
2024-02-10,FAC0040,2,1,4,12,1,5,9
2024-11-09,FAC0009,2,3,20,10,2,3,22
2024-12-19,FAC0182,0,0,22,3,1,4,14
2024-05-16,FAC0239,1,1,3,2,0,6,4
2024-10-31,FAC0132,4,2,11,18,1,3,11
2023-07-20,FAC0048,2,0,14,27,0,7,17
2024-04-21,FAC0288,0,0,18,5,1,4,9
2024-05-03,FAC0033,9,5,35,27,1,2,13
2024-12-11,FAC0185,29,17,165,89,3,8,18
2023-04-23,FAC0067,2,0,24,3,1,6,17
2023-11-08,FAC0104,6,3,24,18,1,10,7
2024-01-11,FAC0099,0,5,27,32,2,4,4
2024-03-03,FAC0155,1,0,40,23,2,5,13
2023-05-21,FAC0087,1,1,12,5,1,3,8
2023-05-01,FAC0221,20,31,105,215,0,4,7
2024-07-10,FAC0286,0,1,9,9,2,2,11
2023-07-03,FAC0014,4,2,40,4,1,3,13
2023-02-12,FAC0145,5,4,16,18,2,6,8
2024-01-09,FAC0074,0,1,7,1,1,3,7
2023-07-10,FAC0062,0,2,8,14,0,5,6
2024-09-08,FAC0258,4,3,29,27,1,4,17
2023-04-30,FAC0200,0,3,19,10,2,5,13
2024-03-07,FAC0269,0,1,9,15,0,6,11
2024-08-16,FAC0202,1,4,27,40,1,4,10
2023-08-29,FAC0170,0,19,77,159,1,8,8
2024-09-24,FAC0215,3,2,18,22,4,4,18
2024-10-28,FAC0009,1,2,22,8,0,3,22
2023-05-09,FAC0076,0,4,22,15,0,7,13
2023-01-22,FAC0254,2,1,7,9,0,3,6
2023-07-17,FAC0051,22,30,332,148,5,10,7
2024-12-06,FAC0091,0,2,13,25,1,6,8
2023-11-20,FAC0260,6,2,16,28,0,3,19
2023-04-27,FAC0010,0,1,5,8,1,3,7
2024-03-27,FAC0231,1,1,3,8,1,2,8
2023-08-07,FAC0148,1,1,3,8,1,3,7
2024-12-17,FAC0048,3,1,38,3,1,5,20
2023-02-09,FAC0223,2,2,28,4,1,4,11
2024-11-22,FAC0265,4,1,20,9,1,6,5
2023-04-15,FAC0016,2,1,8,10,1,6,16
2024-04-24,FAC0104,2,3,31,11,0,10,8
2023-06-29,FAC0143,6,5,56,38,0,4,19
2024-01-29,FAC0174,17,1,95,57,4,1,9
2024-11-17,FAC0139,9,2,42,29,3,4,24
2024-08-26,FAC0055,13,49,373,59,5,5,15
2024-04-09,FAC0151,8,1,31,35,0,3,12
2023-11-08,FAC0188,3,24,153,155,0,1,10
2024-02-25,FAC0119,5,0,31,6,1,2,10
2023-08-02,FAC0227,56,44,278,174,1,5,16
2024-08-07,FAC0233,0,0,6,2,1,7,19
2024-04-29,FAC0157,0,1,14,16,1,6,11
2023-11-23,FAC0229,3,2,14,9,0,6,13
2024-02-08,FAC0259,0,1,15,4,0,4,21
2024-06-11,FAC0209,1,3,22,3,1,4,14
2023-10-14,FAC0225,2,2,13,17,1,6,9
2023-02-03,FAC0062,2,2,17,5,0,4,10
2023-06-23,FAC0156,11,6,30,70,3,6,7
2023-01-05,FAC0033,2,6,26,36,1,5,17
2023-11-24,FAC0200,1,1,23,6,2,8,19
2024-03-26,FAC0225,0,0,9,21,1,5,11
2024-09-04,FAC0275,0,0,18,11,0,9,9
2023-06-14,FAC0249,1,2,28,2,0,4,10
2024-02-14,FAC0108,2,0,19,15,2,3,9
2023-08-01,FAC0051,19,29,435,45,4,8,8
2024-05-01,FAC0186,2,1,15,1,1,7,14
2023-05-14,FAC0250,1,0,11,10,2,8,10
2024-04-09,FAC0067,3,1,11,16,2,6,16
2023-10-24,FAC0186,1,1,6,10,2,4,7
2024-06-05,FAC0110,3,1,32,9,1,9,20
2023-01-14,FAC0146,0,1,4,5,0,3,9
2023-10-03,FAC0064,7,6,29,47,2,4,18
2023-03-24,FAC0126,0,3,18,19,0,3,14
2023-11-20,FAC0237,2,1,9,20,1,2,9
2024-11-17,FAC0038,1,5,44,20,1,4,14
2023-09-05,FAC0221,15,17,155,165,2,5,10
2023-09-22,FAC0009,4,0,9,21,1,4,20
2024-10-12,FAC0289,5,3,15,31,1,2,15
2023-10-26,FAC0239,1,0,2,3,0,7,6
2024-09-27,FAC0215,0,1,23,17,4,5,16
2024-03-11,FAC0074,1,1,7,1,0,2,13
2024-11-17,FAC0262,3,2,16,6,0,6,10
2023-06-04,FAC0156,9,9,52,48,4,5,9
2023-10-28,FAC0298,2,2,6,13,1,2,20
2023-10-10,FAC0180,0,10,97,81,10,2,8
2023-07-01,FAC0196,3,1,18,11,0,7,13
2024-12-31,FAC0035,0,1,14,8,1,8,11
2024-03-12,FAC0275,3,0,23,6,0,6,9
2024-11-24,FAC0272,1,0,18,4,0,8,20
2024-07-12,FAC0088,5,0,11,28,0,10,9
2024-09-18,FAC0223,3,2,25,7,0,4,14
2023-11-16,FAC0259,0,0,12,7,0,6,19
2023-06-02,FAC0133,8,7,32,27,3,3,10
2023-02-21,FAC0045,1,3,11,26,0,5,16
2023-10-06,FAC0046,1,1,5,10,0,2,13
2023-06-27,FAC0160,4,1,31,5,1,5,6
2023-04-04,FAC0260,3,5,40,4,1,5,11
2024-09-05,FAC0101,5,3,17,26,3,4,10
2024-02-02,FAC0089,7,5,45,16,2,5,12
2024-08-31,FAC0277,0,1,7,7,1,3,13
2024-11-29,FAC0265,0,3,15,14,1,7,10
2023-11-12,FAC0093,3,10,268,35,0,8,17
2024-12-08,FAC0266,6,3,40,56,0,8,8
2023-05-25,FAC0113,0,0,10,3,2,6,16
2024-11-30,FAC0143,1,0,83,11,2,8,19
2024-11-27,FAC0269,3,0,13,11,0,6,9
2024-05-13,FAC0099,5,4,37,22,1,6,5
2023-03-26,FAC0119,4,3,33,4,0,2,15
2024-03-07,FAC0079,0,0,10,7,1,10,16
2023-04-17,FAC0043,7,0,18,31,1,10,16
2024-01-27,FAC0206,3,0,16,9,0,8,10
2023-04-11,FAC0263,2,0,26,14,0,5,11
2023-05-23,FAC0240,2,0,13,3,0,4,15
2023-03-30,FAC0049,13,7,48,41,2,4,6
2024-03-20,FAC0059,1,2,20,16,0,3,8
2024-04-26,FAC0122,1,0,11,4,1,2,8
2024-09-16,FAC0145,0,1,27,7,2,11,8
2024-12-31,FAC0117,0,1,12,6,2,3,14
2024-12-05,FAC0212,8,1,35,20,3,7,12
2023-12-11,FAC0184,3,2,19,17,2,4,9
2023-07-27,FAC0035,0,2,10,12,0,5,11
2023-09-16,FAC0226,5,4,19,26,1,5,10
2024-09-15,FAC0251,3,2,10,14,1,6,12
2023-02-21,FAC0249,2,3,21,9,1,4,17
2024-04-17,FAC0037,2,15,95,76,4,5,20
2023-08-02,FAC0014,3,4,37,7,0,3,22
2023-10-10,FAC0173,0,0,14,8,1,4,11
2023-01-12,FAC0014,5,3,34,10,1,2,11
2023-10-27,FAC0029,1,2,6,13,0,3,19
2024-07-30,FAC0004,2,2,20,4,1,4,17
2024-08-25,FAC0003,2,1,8,12,2,6,13
2023-09-14,FAC0171,0,1,12,4,1,4,16
2023-12-11,FAC0044,1,2,27,9,2,3,17
2023-06-15,FAC0174,21,6,47,105,3,1,10
2024-04-06,FAC0128,7,6,44,13,0,6,10
2023-09-22,FAC0025,3,1,18,8,0,1,17
2023-02-14,FAC0030,2,1,7,7,1,2,11
2023-10-17,FAC0118,5,3,29,9,0,2,15
2024-10-22,FAC0114,0,2,12,24,1,4,13
2024-01-16,FAC0186,0,0,11,5,0,8,11
2023-01-28,FAC0250,3,0,10,11,2,5,10
2023-07-09,FAC0166,2,1,8,9,1,4,12
2023-03-23,FAC0161,0,0,10,1,0,3,9
2024-08-23,FAC0274,3,2,73,19,1,6,11
2024-08-24,FAC0242,1,1,11,4,0,3,14
2023-05-01,FAC0078,4,1,16,12,2,3,9
2024-02-18,FAC0168,12,2,73,29,2,3,12
2023-01-01,FAC0093,32,12,228,75,0,4,19
2023-11-17,FAC0021,0,2,12,7,0,5,17
2023-11-02,FAC0058,2,0,10,5,0,3,5
2024-11-26,FAC0248,3,3,48,19,1,7,4
2023-06-07,FAC0167,3,0,43,21,1,2,6
2023-11-07,FAC0268,3,5,24,19,2,2,12
2024-06-22,FAC0219,2,0,7,7,1,2,20
2024-05-10,FAC0063,4,3,23,9,1,3,16
2023-03-12,FAC0055,0,36,399,33,1,8,15
2024-07-12,FAC0102,0,1,7,6,0,4,14
2023-10-27,FAC0195,2,1,7,7,0,6,6
2024-07-15,FAC0006,7,2,139,105,4,7,10
2023-06-02,FAC0069,1,1,13,1,0,2,11
2024-04-03,FAC0122,1,1,6,9,1,4,9
2023-04-08,FAC0101,1,4,40,3,1,2,14
2023-05-23,FAC0099,8,6,37,22,3,7,6
2023-09-22,FAC0225,1,3,25,5,2,5,12
2024-09-28,FAC0089,6,7,41,20,0,5,11
2023-10-03,FAC0082,3,1,19,4,1,4,12
2024-10-29,FAC0123,5,1,33,8,1,3,8
2023-08-19,FAC0196,4,3,27,2,0,8,18
2023-11-22,FAC0071,1,0,7,4,0,6,17
2024-08-01,FAC0078,2,3,12,16,0,5,9
2024-01-12,FAC0021,0,0,9,10,1,4,18
2024-03-11,FAC0109,0,1,16,8,0,4,5
2023-10-24,FAC0086,40,3,221,94,3,3,15
2024-08-31,FAC0162,4,0,35,25,1,5,10
2024-12-03,FAC0063,0,2,9,23,1,6,9
2023-07-29,FAC0267,10,0,58,22,2,6,10
2024-09-13,FAC0187,32,25,310,35,1,10,8
2024-11-22,FAC0211,0,0,6,6,0,7,14
2023-01-06,FAC0059,2,0,20,16,0,4,9
2024-05-26,FAC0261,4,2,30,5,3,4,12
2024-03-13,FAC0118,5,4,29,9,1,2,12
2024-11-03,FAC0100,29,30,144,132,5,6,24
2024-10-17,FAC0033,9,1,46,16,1,2,11
2024-09-05,FAC0194,0,1,14,33,2,8,20
2024-02-14,FAC0283,1,4,18,21,2,7,15
2023-12-15,FAC0248,0,1,27,40,1,10,3
2023-03-11,FAC0137,3,0,16,5,0,5,8
2024-09-11,FAC0087,2,1,15,2,1,6,14
2024-08-28,FAC0131,5,1,14,27,2,3,12
2023-06-12,FAC0216,0,1,3,8,1,4,13
2023-02-13,FAC0022,2,1,11,7,1,2,17
2024-05-11,FAC0238,9,9,70,7,0,3,8
2024-04-21,FAC0112,2,1,7,16,2,5,17
2023-01-24,FAC0112,0,0,10,13,2,4,15
2024-11-02,FAC0230,2,0,23,12,0,4,19
2023-06-18,FAC0095,1,3,17,23,0,4,8
2023-07-11,FAC0040,2,0,12,4,1,5,10
2023-08-01,FAC0164,1,0,6,8,0,4,11
2023-09-25,FAC0008,2,1,9,15,1,2,8
2023-08-16,FAC0109,3,2,10,14,1,4,11
2024-12-11,FAC0269,0,0,8,16,1,6,14
2023-09-13,FAC0095,3,1,16,24,3,4,14
2024-11-14,FAC0181,5,0,24,23,1,6,11
2023-05-17,FAC0263,3,4,27,13,0,7,11
2023-07-05,FAC0147,0,4,16,25,1,6,9
2023-01-16,FAC0187,34,27,250,95,5,9,15
2024-10-28,FAC0245,6,3,20,24,2,1,12
2023-01-27,FAC0287,0,4,18,18,1,1,9
2023-11-13,FAC0187,5,0,149,196,4,5,9
2024-05-17,FAC0066,20,14,135,227,1,8,13
2023-06-06,FAC0147,1,4,32,9,0,3,13
2024-11-18,FAC0152,24,33,144,131,1,7,16
2024-12-18,FAC0023,7,0,63,36,1,8,9
2024-10-24,FAC0025,0,0,8,18,0,3,22
2024-12-20,FAC0078,0,0,13,15,0,5,7
2024-06-25,FAC0131,5,4,28,13,1,4,12
2023-04-27,FAC0289,0,0,36,10,1,3,14
2023-02-11,FAC0148,1,1,9,2,0,5,7
2023-07-04,FAC0061,5,0,36,8,1,10,22
2023-12-15,FAC0147,0,2,35,6,2,3,13
2024-08-29,FAC0135,2,1,22,8,1,11,19
2024-06-29,FAC0238,3,2,34,43,0,4,16
2024-03-03,FAC0165,12,19,213,79,0,1,8
2023-05-13,FAC0246,7,1,49,10,1,3,16
2024-02-05,FAC0294,2,1,12,16,1,10,14
2024-04-09,FAC0264,1,1,40,33,0,2,10
2023-01-30,FAC0165,26,9,209,83,0,1,9
2024-01-27,FAC0147,5,0,31,10,3,6,12
2023-05-09,FAC0248,6,3,58,9,2,10,4
2023-07-19,FAC0077,0,1,3,7,1,5,15
2023-03-27,FAC0285,11,36,149,221,2,5,22
2024-08-20,FAC0275,3,1,8,21,0,7,13
2023-12-26,FAC0046,2,1,8,7,2,2,11
2024-11-20,FAC0121,2,4,28,17,0,1,10
2024-03-01,FAC0016,2,2,5,13,1,5,18
2024-04-01,FAC0263,4,2,35,5,2,4,9
2024-11-13,FAC0023,5,0,33,66,1,9,5
2024-07-11,FAC0277,2,0,5,9,0,5,24
2023-08-29,FAC0212,4,0,40,15,0,6,16
2024-11-28,FAC0298,1,0,8,11,1,1,19
2023-10-31,FAC0277,1,0,11,3,0,5,15
2023-09-12,FAC0170,4,22,108,128,2,10,16
2023-10-24,FAC0077,0,1,6,4,1,5,12
2024-01-02,FAC0253,3,0,17,19,1,1,13
2023-03-11,FAC0110,5,0,22,19,1,9,20
2024-04-07,FAC0298,2,1,15,4,1,2,20
2023-03-19,FAC0047,1,1,5,1,1,3,15
2024-10-21,FAC0184,1,1,29,7,0,8,12
2024-05-27,FAC0270,3,1,29,20,0,5,18
2023-01-21,FAC0213,2,3,12,15,0,7,14
2023-11-27,FAC0132,4,2,25,4,1,6,9
2023-12-23,FAC0227,66,29,285,167,3,7,14
2023-11-05,FAC0208,0,1,28,11,2,3,20
2023-01-03,FAC0146,1,1,6,3,0,1,14
2024-08-19,FAC0201,8,6,31,34,1,2,7
2024-03-13,FAC0269,2,0,7,17,1,4,10
2024-04-07,FAC0170,4,23,112,124,1,5,8
2023-03-28,FAC0070,4,15,139,49,4,3,20
2023-10-04,FAC0283,3,1,20,19,2,7,11
2023-08-12,FAC0191,4,5,34,15,0,5,9
2023-12-23,FAC0194,6,2,42,5,2,6,16
2023-12-08,FAC0190,9,5,42,39,1,7,9
2023-10-22,FAC0012,0,1,6,4,1,6,18
2024-08-16,FAC0060,14,4,91,37,4,9,15
2024-07-04,FAC0096,5,0,28,6,0,5,6
2023-07-22,FAC0187,26,12,214,131,4,8,13
2024-12-02,FAC0268,4,4,19,24,1,1,13
2024-06-01,FAC0039,1,0,20,10,1,4,13
2024-03-04,FAC0011,1,0,8,11,0,6,8
2023-03-21,FAC0144,3,2,17,11,2,6,12
2024-05-23,FAC0094,2,0,30,27,6,4,9
2024-02-27,FAC0058,0,1,12,3,0,3,7
2024-10-13,FAC0110,5,1,21,20,0,7,14
2024-01-28,FAC0081,0,4,25,13,1,7,10
2024-12-10,FAC0250,3,0,8,13,1,7,7
2023-07-08,FAC0050,3,1,27,22,1,4,7
2024-04-25,FAC0038,6,6,28,36,0,5,14
2023-05-16,FAC0011,2,0,10,9,0,7,5
2023-03-03,FAC0041,1,0,2,6,0,5,7
2024-12-02,FAC0207,3,0,17,18,1,7,8
2023-08-28,FAC0219,0,0,8,6,1,3,20
2024-08-08,FAC0247,1,0,7,5,0,2,15
2023-01-14,FAC0169,7,0,35,52,3,3,14
2023-03-22,FAC0048,4,4,17,24,1,9,20
2023-12-11,FAC0201,0,3,20,45,0,4,14
2024-01-14,FAC0227,16,8,162,290,1,9,8
2023-03-20,FAC0142,39,39,308,51,7,1,14
2024-06-24,FAC0290,1,0,23,6,1,10,12
2024-10-21,FAC0190,10,2,46,35,1,6,17
2023-07-27,FAC0147,5,4,16,25,0,3,12
2023-07-15,FAC0110,5,2,37,4,1,5,22
2023-03-30,FAC0283,3,4,29,10,2,8,10
2023-03-27,FAC0126,0,2,19,18,1,4,14
2024-12-08,FAC0232,13,2,37,63,2,2,11
2024-01-06,FAC0057,1,1,8,3,2,5,14
2024-01-28,FAC0217,3,4,35,60,0,7,12
2024-11-23,FAC0164,1,1,10,4,0,7,8
2023-06-20,FAC0012,0,1,3,7,0,6,12
2023-09-27,FAC0245,6,4,41,3,2,2,25
2024-11-13,FAC0072,9,4,59,9,2,9,15
2024-11-26,FAC0254,1,1,12,4,0,5,5
2023-07-14,FAC0117,2,1,9,9,2,3,11
2024-09-29,FAC0195,2,0,4,10,1,5,5
2023-12-09,FAC0125,3,0,21,2,1,7,10
2024-01-21,FAC0020,3,0,9,11,1,3,11
2024-11-10,FAC0132,3,1,16,13,1,3,11
2024-03-28,FAC0233,1,0,4,4,0,7,15
2023-12-13,FAC0295,1,1,4,10,1,4,17
2024-10-18,FAC0043,2,1,25,24,1,6,16
2023-07-01,FAC0084,4,2,24,7,0,3,8
2024-12-01,FAC0148,1,0,3,8,1,4,11
2024-07-05,FAC0239,0,0,4,1,0,7,7
2023-02-02,FAC0015,23,7,123,49,4,7,10
2024-05-19,FAC0140,3,3,17,15,1,9,10
2024-09-09,FAC0172,6,0,27,16,0,2,11
2023-04-29,FAC0037,18,15,124,47,1,5,21
2023-09-02,FAC0261,3,4,28,7,0,5,14
2024-11-07,FAC0211,1,1,10,2,0,8,18
2024-10-24,FAC0277,1,0,10,4,1,6,16
2024-08-10,FAC0188,28,31,251,57,0,1,11
2023-07-30,FAC0230,1,3,10,25,1,3,18
2023-01-09,FAC0147,0,3,18,23,2,6,8
2024-05-06,FAC0262,3,2,10,12,0,5,9
2024-04-12,FAC0288,1,2,15,8,0,3,6
2023-06-11,FAC0219,2,0,10,4,0,3,23
2024-06-11,FAC0217,14,3,50,45,1,8,13
2023-08-04,FAC0136,4,4,10,25,1,4,13
2024-10-24,FAC0039,3,1,13,17,0,3,13
2023-06-23,FAC0066,33,14,274,88,5,5,10
2024-08-22,FAC0048,2,3,33,8,1,8,24
2024-01-13,FAC0060,7,9,76,52,1,6,12
2023-04-19,FAC0299,0,3,10,19,0,8,12
2023-10-02,FAC0241,0,1,10,5,0,4,18
2024-08-16,FAC0232,2,11,53,47,3,1,10
2023-03-14,FAC0122,0,1,5,10,0,2,9
2023-10-04,FAC0121,5,0,30,15,0,2,12
2023-04-02,FAC0246,6,6,20,39,0,4,10
2024-06-24,FAC0095,5,1,18,22,3,3,13
2024-04-06,FAC0238,8,2,53,24,1,3,11
2023-05-26,FAC0294,3,1,18,10,0,8,17
2024-01-10,FAC0263,4,4,18,22,1,4,9
2024-05-18,FAC0160,1,4,13,23,1,2,7
2023-04-27,FAC0102,1,1,8,5,0,2,21
2024-09-01,FAC0084,3,3,9,22,2,3,5
2024-06-02,FAC0116,9,10,75,103,3,6,17
2024-03-01,FAC0229,0,1,21,2,1,6,15
2023-01-22,FAC0101,3,1,19,24,1,2,14
2024-12-03,FAC0196,0,3,19,10,0,7,14
2023-05-03,FAC0231,0,0,5,6,0,1,15
2024-06-04,FAC0261,4,4,27,8,1,4,13
2024-04-24,FAC0257,0,0,21,2,1,4,18
2023-09-19,FAC0111,3,3,13,23,0,4,15
2023-02-27,FAC0183,4,2,17,11,0,1,11
2023-04-11,FAC0292,2,2,17,6,1,7,14
2024-11-19,FAC0191,1,0,42,7,0,3,9
2023-10-12,FAC0029,1,0,15,4,1,4,16
2023-06-28,FAC0298,1,1,17,2,1,2,18
2024-06-24,FAC0072,8,1,37,31,2,12,16
2023-02-04,FAC0003,1,2,6,14,0,5,9
2024-08-01,FAC0161,0,1,9,2,0,5,8
2024-12-09,FAC0189,1,1,8,6,1,5,12
2023-08-14,FAC0039,3,1,23,7,0,3,15
2024-06-03,FAC0298,0,0,17,2,1,1,20
2024-09-07,FAC0070,17,15,134,54,1,1,24
2023-01-07,FAC0224,1,1,10,2,2,8,12
2023-09-04,FAC0059,1,3,31,5,1,4,11
2024-02-22,FAC0279,9,8,88,10,1,2,16
2024-01-22,FAC0009,0,2,21,9,0,3,18
2023-10-04,FAC0239,0,0,3,2,0,7,6
2023-05-01,FAC0229,0,1,21,2,0,8,11
2023-02-18,FAC0180,9,19,77,101,1,2,8
2024-07-31,FAC0165,27,4,144,148,1,1,12
2024-07-09,FAC0206,2,0,12,13,0,8,16
2023-02-06,FAC0279,8,8,48,50,2,2,12
2024-08-22,FAC0179,5,2,36,7,2,7,7
2024-11-09,FAC0173,3,1,11,11,0,3,18
2023-02-18,FAC0241,2,0,4,11,1,6,19
2023-08-07,FAC0063,3,3,21,11,1,3,16
2024-12-30,FAC0072,3,7,54,14,0,10,15
2024-03-19,FAC0065,12,7,55,30,2,6,11
2024-07-17,FAC0123,6,2,34,7,0,3,10
2024-01-25,FAC0148,1,0,7,4,0,5,8
2023-09-06,FAC0142,23,22,321,38,9,3,12
2023-09-04,FAC0043,7,2,17,32,1,5,12
2023-05-08,FAC0260,4,4,37,7,0,5,10
2023-02-22,FAC0152,32,10,83,192,4,5,13
2023-07-10,FAC0066,46,27,157,205,5,4,12
2024-03-24,FAC0073,1,1,3,5,1,4,14
2023-04-03,FAC0141,3,0,31,18,2,4,13
2023-10-21,FAC0294,2,1,15,13,1,7,13
2024-09-10,FAC0066,6,5,138,224,7,4,13
2024-07-07,FAC0170,17,11,112,124,0,10,10
2024-09-24,FAC0234,1,1,9,2,1,1,5
2024-08-14,FAC0145,1,4,29,5,2,9,8
2024-07-15,FAC0296,41,42,372,27,0,7,21
2023-04-10,FAC0242,0,1,7,8,2,4,13
2024-05-24,FAC0091,4,2,32,6,0,4,16
2024-11-12,FAC0276,0,2,29,4,1,5,7
2023-12-01,FAC0285,31,32,231,139,0,4,14
2024-07-26,FAC0057,1,0,5,6,2,9,12
2024-08-04,FAC0040,1,1,13,3,0,6,8
2023-06-15,FAC0167,6,0,51,13,0,2,7
2024-03-19,FAC0154,6,5,26,24,4,4,16
2024-10-22,FAC0018,0,0,8,3,0,6,16
2023-08-26,FAC0071,1,1,8,3,1,5,9
2024-11-12,FAC0018,0,0,9,2,1,7,18
2023-09-17,FAC0215,3,2,30,10,2,4,12
2024-03-02,FAC0031,31,44,225,166,0,3,15
2023-09-15,FAC0077,1,0,3,7,0,8,15
2024-07-20,FAC0153,0,4,21,15,3,1,14
2024-04-10,FAC0149,1,1,7,5,2,6,23
2023-07-11,FAC0022,2,1,13,5,0,3,9
2023-07-01,FAC0119,3,3,34,3,0,2,9
2023-04-23,FAC0217,0,9,29,66,1,7,19
2024-02-06,FAC0076,4,3,32,5,0,8,14
2024-10-29,FAC0129,3,3,36,4,1,4,10
2024-05-31,FAC0291,5,2,32,6,1,6,16
2023-08-26,FAC0010,1,1,11,2,1,2,12
2023-02-28,FAC0183,3,2,11,17,1,1,11
2024-10-25,FAC0103,1,3,26,33,1,3,10
2023-02-03,FAC0173,0,2,20,2,0,3,10
2024-05-15,FAC0183,1,3,19,9,0,3,9
2024-04-28,FAC0296,8,3,161,238,0,6,15
2024-02-24,FAC0262,1,0,11,11,0,7,15
2024-09-04,FAC0193,0,2,12,12,0,8,9
2023-09-07,FAC0044,1,0,31,5,0,5,22
2024-08-16,FAC0007,6,0,16,32,0,6,13
2023-05-25,FAC0204,0,0,3,3,0,5,13
2023-02-06,FAC0283,3,2,14,25,2,5,11
2024-02-15,FAC0027,16,41,139,215,1,4,13
2023-11-14,FAC0151,7,2,33,33,2,2,12
2024-11-09,FAC0246,1,0,41,18,0,3,9
2024-06-01,FAC0208,1,0,23,16,0,2,19
2024-12-29,FAC0107,2,1,46,30,2,4,16
2024-04-14,FAC0051,39,17,185,295,3,5,14
2023-01-28,FAC0097,5,4,53,33,2,8,12
2023-09-22,FAC0283,2,2,23,16,1,7,15
2024-05-12,FAC0219,2,1,4,10,0,2,11
2023-10-09,FAC0119,5,0,27,10,1,1,11
2023-07-27,FAC0087,2,0,10,7,0,6,16
2024-10-06,FAC0137,3,0,8,13,1,5,10
2024-02-20,FAC0014,2,0,19,25,1,4,19
2024-11-11,FAC0161,0,0,5,6,0,5,14
2023-06-23,FAC0105,1,0,15,15,2,4,23
2024-07-04,FAC0266,2,10,52,44,2,6,10
2023-09-05,FAC0173,1,2,12,10,1,5,13
2023-02-02,FAC0030,0,0,9,5,0,4,6
2024-10-11,FAC0089,5,2,25,36,1,5,11
2024-03-06,FAC0159,5,3,14,27,0,4,14
2024-01-10,FAC0176,0,0,9,16,1,9,8
2023-06-22,FAC0059,3,0,28,8,1,5,6
2023-03-30,FAC0142,31,35,138,221,0,1,13
2023-12-09,FAC0246,6,0,29,30,1,3,15
2023-12-17,FAC0271,1,2,16,5,0,3,15
2023-07-08,FAC0089,0,4,35,26,0,6,9
2024-03-30,FAC0108,2,0,11,23,2,2,14
2024-12-05,FAC0152,10,17,261,14,6,6,8
2023-02-14,FAC0116,12,1,89,89,3,8,11
2024-09-29,FAC0005,2,1,9,7,1,5,16
2024-12-12,FAC0001,2,2,22,2,1,5,9
2024-03-23,FAC0247,1,0,9,3,0,2,12
2023-12-07,FAC0107,4,6,27,49,0,4,11
2023-01-08,FAC0292,3,2,7,16,1,3,7
2024-11-09,FAC0220,11,26,209,36,4,1,17
2023-02-09,FAC0191,3,4,33,16,1,3,9
2023-08-25,FAC0299,3,2,11,18,1,7,12
2024-01-06,FAC0012,1,1,9,1,1,7,17
2023-12-01,FAC0287,1,3,20,16,1,2,11
2023-10-11,FAC0119,3,2,34,3,1,1,19
2023-12-16,FAC0194,7,4,41,6,0,8,14
2023-09-18,FAC0069,2,0,7,7,1,2,9
2024-07-28,FAC0144,4,0,15,13,2,6,15
2024-12-17,FAC0298,0,0,8,11,1,2,17
2024-06-12,FAC0094,5,4,21,36,6,3,15
2024-06-01,FAC0300,3,0,14,10,0,2,13
2024-06-12,FAC0072,8,3,46,22,0,12,11
2024-09-21,FAC0129,0,0,32,8,0,3,15
